INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232087988,801,,ASSAULT - SIMPLE,B3,406,0,2023-10-30 17:46:00+00,2023,10,Monday,17,,RIVER ST,42.2713018,-71.0744243,"(42.27130180332475, -71.07442429590904)"
232028202,1402,,VANDALISM,B3, ,0,2023-04-12 10:59:00+00,2023,4,Wednesday,10,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232082783,3115,,INVESTIGATE PERSON,E5,822,0,2023-10-12 16:15:00+00,2023,10,Thursday,16,,GEORGETOWNE DR,42.2566135,-71.14449123,"(42.25661349720231, -71.14449123237792)"
232055063,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A15,53,0,2023-07-12 21:30:00+00,2023,7,Wednesday,21,,TIBBETT'S TOWN WAY,42.37782625,-71.06950123,"(42.377826246269294, -71.06950122667342)"
232007317,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2023-01-28 13:12:00+00,2023,1,Saturday,13,,BEACON ST,42.34967034,-71.09392039,"(42.34967034325983, -71.09392038733418)"
232013696,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2023-02-20 12:56:00+00,2023,2,Monday,12,,"SPRING ST & GOULD ST
WEST ROXBURY  MA 02132
UNITED",42.27289567,-71.17098293,"(42.272895673838924, -71.17098293096169)"
232014667,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2023-02-22 22:00:00+00,2023,2,Wednesday,22,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232071607,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,904,0,2023-09-05 13:31:00+00,2023,9,Tuesday,13,,ZEIGLER ST,42.32914605,-71.08109946,"(42.32914604834814, -71.081099463287)"
232021129,3111,,LICENSE PREMISE VIOLATION,A1, ,0,2023-03-17 17:23:00+00,2023,3,Friday,17,,UNION ST,42.36068739,-71.05687337,"(42.36068738800536, -71.05687337090743)"
232059901,801,,ASSAULT - SIMPLE,E18, ,0,2023-07-28 21:29:00+00,2023,7,Friday,21,,HIGHLAND ST,42.25339939,-71.11179334,"(42.253399386184896, -71.11179334212383)"
232062754,613,,LARCENY SHOPLIFTING,D4, ,0,2023-08-07 18:54:00+00,2023,8,Monday,18,,HUNTINGTON AVE,42.34730935,-71.07915218,"(42.34730934597846, -71.07915218290486)"
232060369,2905,,VAL - VIOLATION OF AUTO LAW,C6,174,0,2023-07-30 18:07:00+00,2023,7,Sunday,18,,SOUTHAMPTON ST,42.32962059,-71.05763878,"(42.329620594099175, -71.05763878154274)"
232044212,724,,AUTO THEFT,A7, ,0,2023-06-05 19:53:00+00,2023,6,Monday,19,,SAINT ANDREW RD,42.38434167,-71.00224409,"(42.38434167326484, -71.00224408941664)"
232013719,613,,LARCENY SHOPLIFTING,A1, ,0,2023-02-19 20:07:00+00,2023,2,Sunday,20,,STUART ST,42.3508675,-71.0672142,"(42.350867504527606, -71.06721420053205)"
232088729,2905,,VAL - VIOLATION OF AUTO LAW,B3,430,0,2023-11-01 21:03:00+00,2023,11,Wednesday,21,,"ANSEL RD & BLUE HILL AVE
DORCHESTER  MA 02124
UNIT",42.28655861,-71.09059263,"(42.286558610393215, -71.0905926318963)"
232089283,1831,,SICK ASSIST,A7,22,0,2023-11-03 14:24:00+00,2023,11,Friday,14,,PORTER ST,42.37465659,-71.03822869,"(42.374656592645074, -71.03822869197289)"
232065654,3114,,INVESTIGATE PROPERTY,B2, ,0,2023-08-16 23:05:00+00,2023,8,Wednesday,23,,SEAVER ST,42.3060393,-71.08621303,"(42.306039301398364, -71.08621302733785)"
232048206,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2023-06-19 14:50:00+00,2023,6,Monday,14,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
232089877,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,457,0,2023-11-05 13:43:00+00,2023,11,Sunday,13,,BRADSHAW ST,42.29873593,-71.08262517,"(42.29873593427545, -71.08262517407405)"
232044532,617,,LARCENY THEFT FROM BUILDING,A1,92,0,2023-06-06 19:16:00+00,2023,6,Tuesday,19,,"CITY HALL PLZ & COURT ST
BOSTON  MA 02108
UNITED S",42.35925348,-71.05947741,"(42.35925348185531, -71.05947740782668)"
232085322,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2023-10-21 20:50:00+00,2023,10,Saturday,20,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
232028233,1831,,SICK ASSIST,B3, ,0,2023-04-12 12:34:00+00,2023,4,Wednesday,12,,BLUE HILL AVE,42.29171773,-71.08911874,"(42.291717725847555, -71.08911873655452)"
232017897,3114,,INVESTIGATE PROPERTY,A1,77,0,2023-03-05 01:38:00+00,2023,3,Sunday,1,,SUDBURY ST,,,
232065827,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18, ,0,2023-03-01 00:00:00+00,2023,3,Wednesday,0,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
232044692,619,,LARCENY ALL OTHERS,B3, ,0,2023-06-07 12:04:00+00,2023,6,Wednesday,12,,HANSBOROUGH ST,42.28810319,-71.09153403,"(42.28810318835003, -71.09153402789212)"
232071984,3801,,M/V ACCIDENT - OTHER,E5,691,0,2023-09-06 17:25:00+00,2023,9,Wednesday,17,,CENTRE ST,42.28720715,-71.14938103,"(42.287207145386525, -71.14938102791386)"
232071944,3410,,TOWED MOTOR VEHICLE,C11,345,0,2023-09-06 14:33:00+00,2023,9,Wednesday,14,,MOUNT IDA RD & HOMES AVE,42.30420953,-71.06390061,"(42.30420953326063, -71.06390060845581)"
232068462,3115,,INVESTIGATE PERSON,C11,355,0,2023-08-26 10:33:00+00,2023,8,Saturday,10,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232018068,724,,AUTO THEFT,A1,77,0,2023-03-08 13:30:00+00,2023,3,Wednesday,13,,SUDBURY ST,,,
232059531,3410,,TOWED MOTOR VEHICLE,D14, ,0,2023-07-27 15:54:00+00,2023,7,Thursday,15,,BENNETT ST,42.35188236,-71.15647828,"(42.3518823609709, -71.15647828477341)"
232010449,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,16,0,2023-02-08 17:45:00+00,2023,2,Wednesday,17,,E EAGLE ST,42.38132453,-71.02804042,"(42.38132453142911, -71.02804042233107)"
232004051,3410,,TOWED MOTOR VEHICLE,B2, ,0,2023-01-16 12:04:00+00,2023,1,Monday,12,,BROOKLEDGE ST,42.30956262,-71.08990259,"(42.309562615457054, -71.08990259245064)"
232039359,3501,,MISSING PERSON,E18, ,0,2023-05-20 08:26:00+00,2023,5,Saturday,8,,CLARE AVE,42.27162447,-71.1191559,"(42.2716244710631, -71.11915589755434)"
232066030,1831,,SICK ASSIST,B3,424,0,2023-08-18 09:28:00+00,2023,8,Friday,9,,W SELDEN ST,42.27376773,-71.08919743,"(42.27376772705086, -71.0891974297139)"
232082355,613,,LARCENY SHOPLIFTING,E18,503,0,2023-10-11 18:10:00+00,2023,10,Wednesday,18,,AMERICAN LEGION HWY,42.28314674,-71.11374226,"(42.283146738916166, -71.11374225658426)"
232032846,3803,,M/V ACCIDENT - PERSONAL INJURY,E13, ,0,2023-04-28 19:30:00+00,2023,4,Friday,19,,LAMARTINE ST,42.32214873,-71.10091082,"(42.32214872604249, -71.10091081619228)"
232011004,3110,,SERVICE TO OTHER AGENCY,D4, ,0,2023-02-02 13:03:00+00,2023,2,Thursday,13,,BERKELEY ST,42.35101314,-71.07293562,"(42.35101313512106, -71.07293562213255)"
232041779,1402,,VANDALISM,B3, ,0,2023-05-28 12:50:00+00,2023,5,Sunday,12,,SELDEN ST,42.28051402,-71.08211833,"(42.28051401550503, -71.08211832850328)"
232082703,3410,,TOWED MOTOR VEHICLE,C6,177,0,2023-10-12 21:37:00+00,2023,10,Thursday,21,,MASSACHUSETTS AVE,42.33152102,-71.0708536,"(42.33152102171209, -71.07085359964749)"
232042374,3115,,INVESTIGATE PERSON,E13,641,0,2023-05-30 16:20:00+00,2023,5,Tuesday,16,,LAKEVILLE RD,42.31638567,-71.11499886,"(42.31638566897441, -71.11499886057771)"
232028318,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,2023-04-11 15:00:00+00,2023,4,Tuesday,15,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
232074067,301,,ROBBERY,C11,459,0,2023-09-13 15:05:00+00,2023,9,Wednesday,15,,WASHINGTON ST,42.30356494,-71.07868209,"(42.30356494131631, -71.07868209226717)"
232087181,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,329,0,2023-10-28 03:06:00+00,2023,10,Saturday,3,,COLUMBIA RD,42.30733348,-71.076371,"(42.307333479134684, -71.07637099730238)"
232065468,3115,,INVESTIGATE PERSON,C11, ,0,2023-08-16 13:00:00+00,2023,8,Wednesday,13,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232032737,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,0,2023-04-27 16:00:00+00,2023,4,Thursday,16,,"DECATUR ST & BORDER ST
EAST BOSTON  MA 02128
UNITE",42.37300146,-71.04118035,"(42.37300145910129, -71.04118034593395)"
232022665,2907,,VAL - OPERATING AFTER REV/SUSP.,B3, ,0,2023-03-24 13:28:00+00,2023,3,Friday,13,,BLUE HILL AVE,42.27567874,-71.09364059,"(42.27567874415904, -71.093640592758)"
232024458,1831,,SICK ASSIST,A1, ,0,2023-03-29 22:09:00+00,2023,3,Wednesday,22,,COURT ST,42.35892231,-71.05835399,"(42.358922307659334, -71.05835398886556)"
232015785,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2023-02-24 12:00:00+00,2023,2,Friday,12,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
232068596,3115,,INVESTIGATE PERSON,D14,788,0,2023-08-26 16:58:00+00,2023,8,Saturday,16,,SUTHERLAND RD,42.34096821,-71.1472116,"(42.34096820529316, -71.14721159994336)"
232086760,2647,,THREATS TO DO BODILY HARM,A7,7,0,2023-10-26 19:25:00+00,2023,10,Thursday,19,,GLADSTONE ST,42.38934603,-71.00516873,"(42.38934603385244, -71.00516873124336)"
232038868,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E5, ,0,2023-05-18 17:15:00+00,2023,5,Thursday,17,,WASHINGTON ST,42.29444895,-71.1196072,"(42.294448946753555, -71.11960720041199)"
232031956,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2023-04-24 13:50:00+00,2023,4,Monday,13,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
232062375,3201,,PROPERTY - LOST/ MISSING,D14,786,0,2023-08-05 00:00:00+00,2023,8,Saturday,0,,CUMMINGS RD,42.34041008,-71.14373031,"(42.34041007840309, -71.14373030683154)"
232033066,423,,ASSAULT - AGGRAVATED,D4, ,0,2023-04-29 17:10:00+00,2023,4,Saturday,17,,ALBANY ST,42.33428795,-71.07239571,"(42.334287947313456, -71.07239570643029)"
232084798,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,430,0,2023-10-20 01:00:00+00,2023,10,Friday,1,,LUCERNE ST,42.28472629,-71.08922041,"(42.28472628633049, -71.08922041322766)"
232084669,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,691,0,2023-09-25 12:00:00+00,2023,9,Monday,12,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
232039757,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2, ,0,2023-05-21 16:33:00+00,2023,5,Sunday,16,,"NORMANDY ST & WASHINGTON ST
DORCHESTER  MA 02121
U",42.30691753,-71.08218464,"(42.306917534891625, -71.0821846399369)"
232023874,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2023-03-24 15:00:00+00,2023,3,Friday,15,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
232070335,3112,,LANDLORD - TENANT,E18,498,0,2023-09-01 10:06:00+00,2023,9,Friday,10,,CLARE AVE,42.27162447,-71.1191559,"(42.2716244710631, -71.11915589755434)"
232039809,801,,ASSAULT - SIMPLE,B3, ,0,2023-05-21 18:19:00+00,2023,5,Sunday,18,,BLUE HILL AVE,42.29278799,-71.08851954,"(42.292787991349215, -71.08851953962399)"
232089881,3115,,INVESTIGATE PERSON,B3,474,0,2023-11-05 14:20:00+00,2023,11,Sunday,14,,CUMMINS HWY,42.27119369,-71.10398713,"(42.2711936903265, -71.10398713072902)"
232007331,3112,,LANDLORD - TENANT,E13, ,0,2023-01-28 12:41:00+00,2023,1,Saturday,12,,WASHINGTON ST,42.30055477,-71.11312508,"(42.30055477431469, -71.11312508445955)"
232055732,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2023-07-15 03:41:00+00,2023,7,Saturday,3,,CUMMINS HWY,42.27935494,-71.11750333,"(42.279354937211174, -71.1175033338633)"
232031089,423,,ASSAULT - AGGRAVATED,C6, ,0,2023-04-22 12:33:00+00,2023,4,Saturday,12,,REV RICHARD A BURKE ST,42.33159788,-71.0515968,"(42.33159788346449, -71.05159680302752)"
232040678,3201,,PROPERTY - LOST/ MISSING,A7, ,0,2023-05-24 16:41:00+00,2023,5,Wednesday,16,,BREMEN ST,42.37597145,-71.03064541,"(42.37597145033226, -71.03064540826111)"
232048909,1831,,SICK ASSIST,A1, ,0,2023-06-21 19:46:00+00,2023,6,Wednesday,19,,BOWKER ST,42.36242839,-71.06054917,"(42.362428387234914, -71.06054917018454)"
232086845,1831,,SICK ASSIST,C11,436,0,2023-10-26 21:00:00+00,2023,10,Thursday,21,,WASHINGTON ST,42.28962193,-71.07142005,"(42.28962192836855, -71.07142005395852)"
232074925,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,466,0,2023-09-16 11:38:00+00,2023,9,Saturday,11,,"MORTON ST & BLUE HILL AVE
MATTAPAN  MA 02126
UNITE",42.28428254,-71.09154967,"(42.28428254218383, -71.09154967305116)"
232087108,3115,,INVESTIGATE PERSON,A1,117,0,2023-10-27 21:23:00+00,2023,10,Friday,21,,WASHINGTON ST,42.35174235,-71.06275987,"(42.35174234785692, -71.06275987077444)"
232055572,619,,LARCENY ALL OTHERS,E13, ,0,2023-07-14 15:47:00+00,2023,7,Friday,15,,AMORY ST,42.31969416,-71.10003784,"(42.31969415845662, -71.10003783555732)"
232086126,3006,,SICK/INJURED/MEDICAL - PERSON,E13,912,0,2023-10-24 17:53:00+00,2023,10,Tuesday,17,,PARKER ST & BICKFORD ST,42.32413855,-71.10194764,"(42.32413855106513, -71.10194763510734)"
232051745,613,,LARCENY SHOPLIFTING,E13, ,0,2023-07-01 11:23:00+00,2023,7,Saturday,11,,CENTRE ST,42.31193363,-71.11429158,"(42.31193362800709, -71.1142915774298)"
232040524,3410,,TOWED MOTOR VEHICLE,A1, ,0,2023-05-24 08:30:00+00,2023,5,Wednesday,8,,"MARLBOROUGH ST & ARLINGTON ST
BOSTON  MA 02116
UNI",42.35464652,-71.07206247,"(42.35464651550595, -71.07206247222693)"
232083360,3207,,PROPERTY - FOUND,B2,289,0,2023-10-15 10:30:00+00,2023,10,Sunday,10,,TREMONT ST,42.33402418,-71.09039107,"(42.33402417778492, -71.09039106671881)"
232074605,3410,,TOWED MOTOR VEHICLE,E13,572,0,2023-09-15 00:00:00+00,2023,9,Friday,0,,WASHINGTON ST,42.31275338,-71.1012974,"(42.312753383937405, -71.10129739650411)"
232022007,2647,,THREATS TO DO BODILY HARM,E13,912,0,2023-03-22 09:00:00+00,2023,3,Wednesday,9,,CENTRE ST,42.32283717,-71.10096785,"(42.322837167271935, -71.10096784597471)"
232060701,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2023-07-31 16:00:00+00,2023,7,Monday,16,,NEW SUDBURY ST,42.36183809,-71.05976533,"(42.3618380883142, -71.05976533206233)"
232037848,1108,,FRAUD - WELFARE,C11,355,0,2023-04-17 00:00:00+00,2023,4,Monday,0,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232001006,3115,,INVESTIGATE PERSON,B2, ,0,2023-01-04 21:34:00+00,2023,1,Wednesday,21,,HOWARD AVE,42.31410735,-71.07525182,"(42.31410734698513, -71.07525182049251)"
232000270,520,,BURGLARY - RESIDENTIAL,D14, ,0,2023-01-02 06:49:00+00,2023,1,Monday,6,,CUMMINGS RD,42.34041008,-71.14373031,"(42.34041007840309, -71.14373030683154)"
232048277,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2023-06-18 00:30:00+00,2023,6,Sunday,0,,SUDBURY ST,,,
232023357,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1, ,0,2023-03-26 00:12:00+00,2023,3,Sunday,0,,"WALNUT ST & BEACON ST
BOSTON  MA 02108
UNITED STAT",42.35700951,-71.0658205,"(42.35700951058267, -71.06582050083766)"
232001249,3207,,PROPERTY - FOUND,A1,77,0,2023-01-05 17:43:00+00,2023,1,Thursday,17,,SUDBURY ST,,,
232002155,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,553,0,2023-01-08 16:00:00+00,2023,1,Sunday,16,,POPLAR ST,42.2736569,-71.12904697,"(42.273656901288156, -71.12904696994599)"
232068527,1831,,SICK ASSIST,C11,390,0,2023-08-26 14:10:00+00,2023,8,Saturday,14,,MINOT ST,42.28357287,-71.05633356,"(42.28357287202515, -71.05633356120121)"
232093570,1402,,VANDALISM,A15,41,0,2023-11-11 06:00:00+00,2023,11,Saturday,6,,VINE ST,42.37663118,-71.05593235,"(42.376631183831805, -71.05593235449719)"
232091767,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B3,429,0,2023-11-11 18:13:00+00,2023,11,Saturday,18,,NORFOLK ST,42.2819959,-71.08661171,"(42.28199590335717, -71.0866117072041)"
232073422,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",C11,375,0,2023-07-09 16:12:00+00,2023,7,Sunday,16,,NEPONSET AVE,42.2874488,-71.04627659,"(42.2874488044865, -71.04627659329184)"
232000555,801,,ASSAULT - SIMPLE,A1,102,0,2023-01-03 00:00:00+00,2023,1,Tuesday,0,,WINTER ST,42.35602326,-71.06177661,"(42.35602325871234, -71.06177661002705)"
232036446,3115,,INVESTIGATE PERSON,B3,475,0,2023-05-10 00:00:00+00,2023,5,Wednesday,0,,FAVRE ST,42.27166103,-71.09953455,"(42.271661031027065, -71.09953455161765)"
232074100,3301,,VERBAL DISPUTE,E5,720,0,2023-09-13 16:49:00+00,2023,9,Wednesday,16,,CENTRE ST,42.28143229,-71.15801385,"(42.281432285944355, -71.15801385467411)"
232075152,3207,,PROPERTY - FOUND,E13,574,0,2023-09-17 09:45:00+00,2023,9,Sunday,9,,WASHINGTON ST,42.30971815,-71.10429498,"(42.30971815419562, -71.10429497557632)"
232000347,613,,LARCENY SHOPLIFTING,A1,112,0,2023-01-02 12:57:00+00,2023,1,Monday,12,,WASHINGTON ST,42.35512291,-71.06088026,"(42.35512291409929, -71.06088025712485)"
232057971,617,,LARCENY THEFT FROM BUILDING,B3,465,0,2023-07-22 00:00:00+00,2023,7,Saturday,0,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232062569,724,,AUTO THEFT,D4, ,0,2023-08-07 00:00:00+00,2023,8,Monday,0,,RUTLAND SQUARE,,,
232054953,3201,,PROPERTY - LOST/ MISSING,A1,77,0,2023-07-12 17:08:00+00,2023,7,Wednesday,17,,NEW SUDBURY ST,42.36183809,-71.05976533,"(42.3618380883142, -71.05976533206233)"
232027701,1106,,FRAUD - CREDIT CARD / ATM FRAUD,C11, ,0,2023-04-10 18:00:00+00,2023,4,Monday,18,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232047433,2905,,VAL - VIOLATION OF AUTO LAW,A7, ,0,2023-06-16 17:55:00+00,2023,6,Friday,17,,"MERIDIAN ST & CONDOR ST
EAST BOSTON  MA 02128
UNIT",42.3826005,-71.03930931,"(42.382600498768625, -71.0393093130111)"
232011231,423,,ASSAULT - AGGRAVATED,B2, ,0,2023-02-11 06:01:00+00,2023,2,Saturday,6,,"WALNUT AVE & ROCKLAND ST
ROXBURY  MA 02119
UNITED ",42.32246153,-71.08486458,"(42.322461527422455, -71.08486457586265)"
232020595,3115,,INVESTIGATE PERSON,E13, ,0,2023-03-17 19:20:00+00,2023,3,Friday,19,,"BEETHOVEN ST & WASHINGTON ST
JAMAICA PLAIN  MA 021",42.31511658,-71.09896558,"(42.31511657857159, -71.09896557561352)"
232087517,3115,,INVESTIGATE PERSON,A1,125,0,2023-10-28 23:42:00+00,2023,10,Saturday,23,,CHURCH ST,42.34973635,-71.06844439,"(42.349736350036835, -71.06844439147102)"
232039586,3801,,M/V ACCIDENT - OTHER,C6, ,0,2023-05-21 01:30:00+00,2023,5,Sunday,1,,"E ST & W BROADWAY
SOUTH BOSTON  MA 02127
UNITED ST",42.33781251,-71.04929241,"(42.337812508564305, -71.04929241299033)"
232088993,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,0,2023-11-02 18:00:00+00,2023,11,Thursday,18,,BROOKLINE AVE,42.34410675,-71.10180317,"(42.34410675451626, -71.10180317438528)"
232009740,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A15, ,0,2023-02-05 18:00:00+00,2023,2,Sunday,18,,BALDWIN ST,42.38192602,-71.070418,"(42.381926023581805, -71.07041799893807)"
232074736,2647,,THREATS TO DO BODILY HARM,B3,465,0,2023-09-15 17:39:00+00,2023,9,Friday,17,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232088182,2619,,FUGITIVE FROM JUSTICE,C6,207,0,2023-10-31 11:47:00+00,2023,10,Tuesday,11,,COURTHOUSE WAY,42.35404794,-71.04639066,"(42.354047940755216, -71.04639065705393)"
232074572,540,,BURGLARY - COMMERICAL,A1,92,0,2023-09-15 07:59:00+00,2023,9,Friday,7,,CITY HALL PLZ,42.35972089,-71.05852404,"(42.35972088516151, -71.0585240442011)"
232056995,3801,,M/V ACCIDENT - OTHER,E18, ,0,2023-07-19 11:08:00+00,2023,7,Wednesday,11,,"ARLINGTON ST & HYDE PARK AVE
HYDE PARK  MA 02136
U",42.2627426,-71.12160782,"(42.26274259974296, -71.12160781821619)"
232091403,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,685,0,2023-11-10 12:08:00+00,2023,11,Friday,12,,WALWORTH ST,42.28013122,-71.13716679,"(42.28013122441107, -71.13716679421064)"
232056420,301,,ROBBERY,D4, ,0,2023-07-17 16:09:00+00,2023,7,Monday,16,,HUNTINGTON AVE,42.34341918,-71.08395653,"(42.34341917511859, -71.08395653316789)"
232027460,3503,,MISSING PERSON - NOT REPORTED - LOCATED,A7, ,0,2023-04-09 19:43:00+00,2023,4,Sunday,19,,WEBSTER ST,42.364724,-71.03129351,"(42.36472400106478, -71.03129351485306)"
232049403,1831,,SICK ASSIST,E18,487,0,2023-06-23 14:25:00+00,2023,6,Friday,14,,OAKCREST RD,42.26452108,-71.10429287,"(42.26452108382344, -71.10429287088999)"
232003574,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2023-01-14 09:05:00+00,2023,1,Saturday,9,,FINANCIAL CTR,,,
232061797,3114,,INVESTIGATE PROPERTY,B3,415,0,2023-08-04 10:51:00+00,2023,8,Friday,10,,CODMAN HILL AVE,42.27969084,-71.07144387,"(42.27969083651839, -71.07144387444148)"
232000421,3115,,INVESTIGATE PERSON,C11,355,0,2023-01-02 14:30:00+00,2023,1,Monday,14,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232091602,1831,,SICK ASSIST,B2,281,0,2023-11-11 01:22:00+00,2023,11,Saturday,1,,GREENVILLE ST,,,
232086949,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2023-10-26 17:00:00+00,2023,10,Thursday,17,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232028345,3301,,VERBAL DISPUTE,C11, ,0,2023-04-12 18:56:00+00,2023,4,Wednesday,18,,CENTRE ST,42.29404784,-71.06052315,"(42.29404784470841, -71.06052314565952)"
232065601,801,,ASSAULT - SIMPLE,C11, ,0,2023-08-16 19:14:00+00,2023,8,Wednesday,19,,CENTRE ST,42.29472378,-71.05798159,"(42.29472378000589, -71.05798158982144)"
232031076,1402,,VANDALISM,C6, ,0,2023-04-22 13:10:00+00,2023,4,Saturday,13,,WARD ST,42.329728,-71.05466831,"(42.329727998550375, -71.05466830647849)"
232036112,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2, ,0,2023-04-05 00:00:00+00,2023,4,Wednesday,0,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
232064902,3115,,INVESTIGATE PERSON,E13, ,0,2023-08-14 13:22:00+00,2023,8,Monday,13,,JAMAICAWAY,42.33136289,-71.11301963,"(42.331362889641234, -71.11301962822017)"
232094760,423,,ASSAULT - AGGRAVATED,A1,70,0,2023-11-21 11:25:00+00,2023,11,Tuesday,11,,CHARLES ST,42.35645468,-71.06957022,"(42.356454676551934, -71.06957022352442)"
232034432,3115,,INVESTIGATE PERSON,E5, ,0,2023-05-04 10:24:00+00,2023,5,Thursday,10,,BROADLAWN PARK,42.30299846,-71.16449587,"(42.30299845602973, -71.16449586919313)"
232033280,3801,,M/V ACCIDENT - OTHER,D4, ,0,2023-04-30 10:23:00+00,2023,4,Sunday,10,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232083982,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2023-10-17 07:00:00+00,2023,10,Tuesday,7,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232030353,2905,,VAL - VIOLATION OF AUTO LAW,C11,355,0,2023-04-19 17:48:00+00,2023,4,Wednesday,17,,ADAMS ST,42.29903755,-71.05780349,"(42.299037548541534, -71.05780349425444)"
232020519,619,,LARCENY ALL OTHERS,A7,17,0,2023-03-17 15:29:00+00,2023,3,Friday,15,,PRINCETON ST,,,
232069054,3115,,INVESTIGATE PERSON,D4,128,0,2023-08-28 11:30:00+00,2023,8,Monday,11,,STANHOPE ST,42.34868871,-71.07258042,"(42.34868871354554, -71.07258042260493)"
232040446,3115,,INVESTIGATE PERSON,D4, ,0,2023-05-23 07:00:00+00,2023,5,Tuesday,7,,E BERKELEY ST,42.34412975,-71.06650387,"(42.344129747388344, -71.06650387033365)"
232076627,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,432,0,2023-09-21 21:00:00+00,2023,9,Thursday,21,,WOODROW AVE,42.28756407,-71.08223847,"(42.28756406841837, -71.0822384650053)"
232051787,3115,,INVESTIGATE PERSON,B3,433,0,2023-07-01 00:00:00+00,2023,7,Saturday,0,,NELSON ST,42.28267617,-71.08283131,"(42.28267617266303, -71.08283131306037)"
